     x      y    phi  delta     xf     yf   phif passos Erro estacionamento Erro distancia
  5.92  51.02 124.36   1.00  42.91 100.82  60.38  63.00  89.11   1.02
 25.98  10.47 133.11   1.00  50.00  95.01  90.00  91.00  97.89   1.04
 64.06  53.38 214.54   1.00  50.00  95.49  89.96  50.00 132.24   1.13
 33.75  16.58 -34.31   1.00  50.00  95.87  90.00  86.00 148.34   1.06
 76.36  25.26 202.67   1.00  50.00  95.05  90.00  87.00 135.13   1.17
 89.56  76.62 135.11   1.00  50.40 100.86 102.12  51.00  56.65   1.11
 40.90  10.27  57.64   1.00  50.00  95.40  90.00  87.00  91.52   1.02
 89.11  82.70  40.83   1.00  58.43 100.73 128.59  40.00  94.71   1.12
 55.34  71.36 139.45   1.00  50.02  95.02  89.15  25.00  55.85   1.03
 93.53  15.16  22.38   1.00  50.00  95.29  90.00 110.00 113.52   1.21
  0.65  54.70 233.48   1.00  -0.23  54.22 208.39   1.00  25.11   1.00
 99.57  94.69  40.54   1.00  98.44 100.27 120.32   6.00  79.98   1.05
 50.30  77.18  10.38   1.00  49.80  97.69  92.63  22.00  84.77   1.07
 92.74  27.97 175.89   1.00  50.00  95.17  90.00 100.00 117.13   1.26
 55.12   2.89 -85.52   1.00  50.00  95.21  90.00 101.00 198.39   1.09
 29.08   4.09  63.37   1.00  50.00  95.88  90.00  97.00  97.84   1.03
 45.61  95.75  30.49   1.00  48.04 100.06  69.21   5.00  39.03   1.01
 19.05  61.98  56.03   1.00  45.76 100.24  60.96  47.00  46.92   1.01
 59.42  78.78  25.29   1.00  50.22 100.63 102.75  25.00  81.01   1.05
 79.01  10.53  57.27   1.00  50.00  95.84  90.00  99.00  95.87   1.10
 56.46  75.16 -31.73   1.00  49.78 100.32  92.59  30.00 127.01   1.15
 28.39  17.72  -0.47   1.00  50.00  95.85  89.99  86.00 121.47   1.06
 20.45  78.44  86.08   1.00  36.04 100.16  60.15  27.00  37.25   1.01
 46.07  98.30 185.27   1.00  43.86 100.06 117.22   3.00  68.12   1.06
 51.39   9.98  16.15   1.00  50.00  95.71  90.00  87.00 113.16   1.01
 61.31  15.31 213.21   1.00  50.00  95.58  90.00  87.00 147.48   1.07
 55.23  57.55 -75.38   1.00  50.02  95.70  90.31  46.00 170.10   1.19
  2.02  60.91  -5.60   1.00  48.95 100.95  78.09  69.00 103.97   1.12
 82.92  28.53 137.42   1.00  50.00  95.61  90.00  87.00  88.50   1.16
 33.56  98.55 125.84   1.00  33.49 100.52  82.30   2.00  43.59   1.01
 92.43  19.28  96.25   1.00  50.00  95.82  90.00 104.00  87.74   1.19
 94.44   0.64 209.81   1.00  92.59  -0.12 199.79   2.00  10.22   1.00
 61.03  35.30 -53.00   1.00  50.00  95.31  89.98  68.00 155.45   1.11
 18.58  18.68 -45.38   1.00  50.00  95.10  90.00  98.00 158.60   1.19
  5.51  79.04  47.34   1.00  26.68 100.29  45.00  30.00  30.09   1.00
 43.58   0.93 264.50   1.00  42.28  -0.53 215.85   2.00  48.69   1.02
 21.19  25.36  -9.96   1.00  50.00  95.89  90.03  85.00 125.71   1.12
  2.20   3.91 265.24   1.00  -0.06   2.24 191.47   3.00  73.83   1.07
 22.72  27.41  50.57   1.00  49.99  95.40  89.71  76.00  83.06   1.04
 43.48  63.50  87.28   1.00  50.18  95.66  92.05  33.00  33.19   1.00
 75.25  44.97 130.91   1.00  50.00  95.05  90.10  62.00  69.36   1.11
 38.61  51.90  39.48   1.00  49.97  95.42  89.93  46.00  67.59   1.02
 21.22  81.40  72.34   1.00  35.41 100.52  60.48  24.00  26.60   1.01
 61.29  43.37 254.32   1.00  50.00  95.82  90.00  63.00 172.86   1.17
 64.18  63.97 234.83   1.00  50.02  95.24  90.30  41.00 148.55   1.19
  3.10  18.87  56.01   1.00  50.11  95.83  92.51  93.00  97.29   1.03
  8.23  39.44 222.28   1.00  47.65 100.86  72.22  79.00 166.87   1.08
 13.96  74.17  15.69   1.00  44.18 100.28  60.88  43.00  60.31   1.08
 26.61  75.26  -1.10   1.00  46.72 100.21  64.33  34.00  72.86   1.06
 46.85  71.59 105.32   1.00  50.08  95.21  92.42  24.00  27.10   1.01
 54.65   9.25 -23.55   1.00  50.00  95.40  90.00  90.00 142.60   1.04
 75.62  83.45  34.15   1.00  60.02 100.37 128.60  25.00  97.22   1.09
  4.23  54.23 -69.82   1.00  50.12  95.48  92.51  81.00 173.66   1.31
 73.81   8.08 244.16   1.00  50.00  95.87  90.00 109.00 178.99   1.20
 28.94  85.90 259.60   1.00  33.23 100.21  59.41  23.00 200.74   1.54
 96.95  51.03 -79.18   1.00 100.33  49.95  18.74   4.00  97.99   1.13
  5.77  80.13  82.47   1.00  23.69 100.10  45.00  27.00  46.09   1.01
 55.05  83.89 177.79   1.00  49.79  95.79  91.37  14.00  87.39   1.08
 94.21  22.42 -73.56   1.00  50.00  95.57  90.00 112.00 184.55   1.31
 39.27  51.38 222.75   1.00  50.01 100.33  80.73  54.00 150.60   1.08
 81.23  56.51 183.91   1.00  50.02  95.32  90.17  60.00 106.15   1.20
 53.00  65.85  82.17   1.00  50.03  95.49  90.18  30.00  30.85   1.01
  0.72  81.24  84.63   1.00  17.82 100.57  45.00  26.00  47.29   1.01
 83.63  21.76  22.24   1.00  50.00  95.40  90.00  93.00 105.58   1.15
 34.27  58.05  85.26   1.00  46.79 100.22  74.33  44.00  45.34   1.00
 48.54   6.70  38.85   1.00  50.00  95.24  90.00  89.00 102.26   1.01
 72.13  71.99 168.49   1.00  49.81  99.08  92.25  38.00  83.93   1.08
 83.62   7.72  44.89   1.00  50.00  95.40  90.00 106.00 104.17   1.13
 63.52   5.65 -71.31   1.00  50.00  95.15  90.00 100.00 184.97   1.10
 40.93  89.13 258.68   1.00  39.31 100.30  73.71  17.00 185.32   1.51
 25.54  76.14 -20.07   1.00  46.81 100.76  66.77  36.00  92.74   1.11
 27.24  17.80  33.76   1.00  50.00  95.06  90.01  84.00  98.23   1.04
 72.06  38.16 -65.51   1.00  50.00  95.60  90.10  73.00 167.34   1.19
 47.48  62.30 142.18   1.00  49.98  95.76  89.71  34.00  62.28   1.01
 28.28  96.02 166.17   1.00  27.53 100.40  66.80   5.00  99.47   1.13
 40.32  59.92  57.95   1.00  50.02  95.89  91.74  38.00  50.30   1.02
 14.11  29.08 -73.51   1.00  50.00  95.09  90.00  99.00 179.95   1.32
  6.54   5.34 -72.99   1.00  10.69  -0.17 -37.93   7.00  35.73   1.02
 83.37  22.95  51.04   1.00  50.00  95.87  90.00  91.00  89.16   1.13
 58.97  67.46 -56.36   1.00  49.83  95.95  93.12  36.00 152.45   1.20
 84.62  53.60 250.06   1.00  50.00  95.98  89.97  77.00 169.19   1.41
 88.96  69.83 261.23   1.00  50.02  95.09  89.20  68.00 178.18   1.47
 36.92  52.79 136.97   1.00  49.03 100.03  75.73  49.00  78.28   1.00
 53.08   8.62 175.45   1.00  50.00  95.31  90.00  88.00 121.77   1.01
 65.68  51.93 262.79   1.00  50.00  95.43  89.98  57.00 178.89   1.23
 76.43  27.01 -30.82   1.00  50.00  95.84  89.99  85.00 141.53   1.15
 74.02  44.12 110.27   1.00  50.01  95.28  90.33  60.00  59.93   1.06
 53.20  78.95 -85.95   1.00  49.84  99.67  93.55  30.00 180.73   1.43
 32.89  37.67 111.80   1.00  50.23  97.03  87.21  62.00  66.56   1.00
 68.53  68.19 208.72   1.00  49.88  95.80  87.74  37.00 125.48   1.11
 19.45  78.00  81.36   1.00  36.03 100.26  60.13  28.00  34.95   1.01
  9.16  92.60 268.73   1.00   8.67 100.05  46.91  15.00 221.95   2.01
  1.73   0.97 -29.17   1.00   4.56  -0.01 -14.14   3.00  15.32   1.00
 71.15  18.52  -7.70   1.00  50.00  95.34  90.01  86.00 126.08   1.08
 86.26  77.95 181.91   1.00  50.04 100.64  98.96  49.00  93.32   1.15
 23.08  18.92  62.18   1.00  50.00  95.23  90.03  84.00  85.58   1.04
 16.84  61.62 213.04   1.00  40.08 100.21  60.21  50.00 159.33   1.11
  1.28  28.54 232.56   1.00  -0.61  28.03 182.61   2.00  49.98   1.02
 87.34  14.93 224.85   1.00  50.00  95.71  90.00 112.00 161.57   1.26
  2.99  35.94 146.71   1.00  47.84 100.01  74.17  80.00 106.67   1.02
 84.27   8.74  52.30   1.00  50.00  95.81  90.00 106.00 100.87   1.13
  1.20  93.14 253.00   1.00  -0.38  91.99 203.41   2.00  49.63   1.02
 64.06  14.48 -55.41   1.00  50.00  95.16  90.00  90.00 166.88   1.10
 63.39   4.81 119.18   1.00  50.00  95.74  90.00  95.00  96.43   1.03
 54.16  52.71 193.43   1.00  50.00  95.25  90.02  45.00 111.90   1.05
 26.64  66.18 127.41   1.00  45.85 100.75  61.17  40.00  77.16   1.01
 58.45  80.96 105.94   1.00  49.79 100.77  92.71  22.00  25.35   1.02
 70.76  24.36 171.31   1.00  50.00  95.65  90.00  81.00 110.12   1.09
 40.68  78.76  13.96   1.00  49.92 100.38  79.37  24.00  69.51   1.02
 26.65   6.58  19.79   1.00  50.00  95.60  90.00  97.00 115.75   1.05
 29.32  92.25 173.20   1.00  30.80 100.66  52.17  10.00 121.33   1.17
 27.87  21.65  42.87   1.00  50.00  95.67  90.04  80.00  90.52   1.04
  8.26  43.74 256.30   1.00  45.85 100.75  61.09  77.00 206.80   1.13
 62.91  18.76 178.41   1.00  50.00  95.24  90.00  82.00 117.61   1.06
 20.10  91.13 198.99   1.00  21.49 100.25  47.04  12.00 152.22   1.30
 72.52   9.56  65.02   1.00  50.00  95.23  90.00  93.00  92.04   1.05
 45.96  81.07 -75.28   1.00  49.81  99.68  92.96  28.00 169.31   1.47
 20.50  41.25 196.00   1.00  50.03 100.22  81.36  70.00 132.26   1.06
 73.09  55.64 -50.63   1.00  49.82  95.58  88.84  55.00 146.93   1.19
 87.31   2.63  53.69   1.00  50.00  95.35  90.00 115.00 106.34   1.15
 90.84  69.16  -9.08   1.00  50.86 100.21 109.33  60.00 128.78   1.19
 11.87  26.59 178.79   1.00  50.24  95.88  87.87  83.00 120.59   1.05
 46.08  59.70  15.88   1.00  50.00  95.48  90.04  37.00  82.43   1.03
 79.65  85.59 116.62   1.00  57.38 100.70 128.50  28.00  29.42   1.04
  6.25  12.37  92.05   1.00  49.97  95.94  89.82  98.00  94.34   1.04
 60.99  90.97 -16.72   1.00  60.34 100.47 127.91  12.00 144.94   1.26
 19.92  77.13 -64.63   1.00  48.28 100.94  78.06  49.00 147.41   1.32
 53.85  29.62 -77.80   1.00  50.00  95.44  90.00  74.00 180.29   1.12
 74.57  86.25  51.90   1.00  62.21 100.68 128.75  20.00  79.17   1.05
 11.68  85.06 153.60   1.00  21.91 100.63  45.01  20.00 110.18   1.07
 33.86  90.90  65.40   1.00  38.59 100.83  64.50  11.00  11.04   1.00
 50.15   0.06 102.99   1.00  50.00  95.03  90.00  95.00  95.85   1.00
 34.50  72.17 -16.87   1.00  49.72 100.93  77.05  34.00  99.39   1.04
 74.89  77.56 -86.80   1.00  54.26 100.22 126.63  42.00 215.62   1.37
 70.16  78.64 128.88   1.00  52.69 100.43 119.31  28.00  29.52   1.00
 46.55  34.39  87.83   1.00  50.00  95.96  90.00  62.00  61.70   1.01
 17.36  25.02 187.50   1.00  50.09  95.19  92.36  82.00 122.66   1.06
 34.72  43.08 -82.92   1.00  50.00  95.41  90.04  64.00 181.35   1.17
 53.93  44.15  33.16   1.00  50.00  96.00  89.99  53.00  77.04   1.02
  1.00  42.64 -28.90   1.00  50.03  95.22  91.80  85.00 140.49   1.18
 32.22   9.40 193.83   1.00  50.00  95.02  89.99  92.00 135.75   1.05
 70.01  31.28 269.31   1.00  50.00  95.63  90.00  85.00 191.55   1.26
 87.22  37.65 -52.78   1.00  50.00  95.22  90.05  87.00 158.43   1.27
 20.00  41.98 -46.53   1.00  49.99  95.29  89.71  74.00 149.34   1.21
 49.92  98.40 145.09   1.00  49.05 100.20 112.10   2.00  33.05   1.00
 34.26  16.16 166.26   1.00  50.00  95.62  90.04  83.00 111.23   1.02
 49.43  59.03  63.08   1.00  50.00  95.86  90.01  37.00  45.63   1.00
 89.43  31.58 161.93   1.00  50.00  95.87  90.00  93.00 104.22   1.23
 70.54  44.93 201.73   1.00  50.00  95.99  89.97  62.00 124.58   1.13
 76.19  83.80 -40.39   1.00  59.92 100.70 129.02  31.00 171.03   1.32
 90.34  56.75  16.80   1.00  49.79  95.04  90.45  65.00  92.39   1.17
  5.77  59.65  33.39   1.00  45.19 100.12  60.04  58.00  62.47   1.03
 89.29  51.79 -16.59   1.00  49.98  95.51  88.46  72.00 120.38   1.22
 98.59  98.12  16.92   1.00  99.71 100.70  91.56   3.00  74.69   1.07
 73.89  22.65 -80.71   1.00  50.00  95.83  90.01  92.00 187.27   1.20
 45.32  95.99 166.92   1.00  44.50 100.38  70.82   5.00  96.21   1.12
 46.26  65.39 -42.91   1.00  50.03  95.86  90.02  36.00 136.42   1.17
 98.68  61.01 -34.82   1.00 100.63  61.09  14.30   2.00  49.16   1.02
 75.52   7.13 219.14   1.00  50.00  95.90  90.00 107.00 158.77   1.16
 86.45  97.01 181.75   1.00  60.78 100.67 131.32  27.00  56.71   1.04
 71.79   5.11 117.89   1.00  50.00  95.71  90.00  98.00  97.27   1.05
 63.00  44.76 223.25   1.00  50.00  95.55  90.00  59.00 143.19   1.13
 45.29  35.77 -70.30   1.00  50.00  95.03  90.00  68.00 170.97   1.14
  6.15  37.92 -82.81   1.00  50.00  95.20  90.03 100.00 187.29   1.39
 33.89  53.00  80.26   1.00  49.49 100.44  76.76  50.00  50.06   1.00
 68.12  87.93 -27.55   1.00  65.52 100.07 128.02  16.00 156.07   1.29
 98.14  53.37  94.18   1.00  50.00  95.01  88.81  75.00  63.88   1.18
 25.80   7.21 -46.06   1.00  50.00  95.73  90.00 104.00 164.11   1.13
 89.05  47.76 -45.18   1.00  50.03  95.11  89.75  78.00 148.23   1.27
 73.17  55.24 -34.19   1.00  49.83  95.71  88.94  54.00 131.70   1.16
 64.85  44.28 252.21   1.00  50.00  95.40  90.01  63.00 170.71   1.18
 86.38  22.80 261.00   1.00  50.00  95.74  90.00 113.00 189.43   1.39
 80.63  37.51 116.34   1.00  50.00  95.71  89.97  74.00  70.86   1.13
 69.24  36.96 -29.35   1.00  50.00  95.44  90.17  68.00 134.45   1.10
 26.77  23.65  -8.26   1.00  50.00  95.63  90.00  82.00 124.00   1.08
 26.53  80.89 -68.79   1.00  48.04 100.26  76.66  39.00 148.30   1.35
 33.23  47.98   3.31   1.00  49.97  95.13  90.45  52.00 100.48   1.04
 97.69  45.16 172.88   1.00  50.00  95.35  89.96  88.00 108.02   1.27
  1.40   5.52 181.84   1.00  -0.21   6.62 133.11   2.00  48.76   1.02
 37.29  47.67 172.44   1.00  50.21  98.81  85.75  54.00 101.48   1.02
 38.46   2.35 222.99   1.00  50.00  95.12  90.00  98.00 162.56   1.05
 46.66  20.52 217.79   1.00  50.00  95.39  90.00  79.00 148.15   1.05
 78.59  68.19  82.03   1.00  49.97 100.99  97.47  46.00  46.19   1.06
 12.35  39.90 183.74   1.00  48.81 100.30  74.85  74.00 129.74   1.05
 19.16  52.15  67.30   1.00  48.84 100.04  75.20  57.00  56.88   1.01
 62.10  65.07 -20.10   1.00  49.79  96.92  92.80  38.00 117.95   1.11
 83.08  59.68  96.15   1.00  49.79  95.19  90.71  53.00  48.98   1.09
 46.64  34.09   0.93   1.00  50.00  95.22  90.00  63.00 108.08   1.03
 95.57  69.47  53.37   1.00  50.30 100.58 101.21  62.00  72.85   1.13
 12.01  74.92 109.72   1.00  32.74 100.05  60.49  33.00  59.03   1.01
 14.11  18.63 234.05   1.00  50.02  95.28  91.78  93.00 165.55   1.10
 73.70  65.88   3.75   1.00  50.28 100.22 101.15  45.00 105.90   1.08
 12.99  22.37  81.69   1.00  49.98  95.69  90.81  85.00  82.62   1.04
 44.70  74.63 247.59   1.00  48.05 100.85  77.39  32.00 172.24   1.21
 62.84  67.04  41.58   1.00  49.79  96.08  92.70  33.00  60.23   1.04
  1.13  88.45 106.07   1.00  10.07 100.18  45.04  15.00  62.79   1.02
 81.64  66.39  50.58   1.00  50.05 100.08  99.25  50.00  67.09   1.08
 56.88   6.22 132.80   1.00  50.00  95.38  90.00  91.00  99.14   1.02
 50.76  97.95  94.24   1.00  50.76  97.95  94.24   0.00   0.00    NaN
 90.33  17.36 -11.51   1.00  50.00  95.48  90.00 107.00 134.29   1.22
 29.71  42.11 224.75   1.00  50.25  95.67  88.27  63.00 148.04   1.10
 67.96  20.07 119.48   1.00  50.00  95.44  90.00  81.00  82.90   1.05
 72.42   4.34  84.42   1.00  50.00  96.00  90.00  99.00  94.52   1.05
  1.68  55.11 187.81   1.00  -0.03  56.04 139.03   2.00  48.81   1.02
 39.54  50.97 -65.48   1.00  50.00  95.59  90.04  53.00 162.12   1.16
 27.62  35.22 -42.51   1.00  50.00  95.26  90.04  73.00 147.23   1.14
 96.68  66.03  80.65   1.00  49.79 100.20  92.87  66.00  59.29   1.14
 84.63  97.88 214.44   1.00  60.47 100.15 130.04  26.00  87.82   1.07
 20.04  55.59 160.51   1.00  46.81 100.52  64.79  54.00 109.07   1.03
 87.71  15.82 209.54   1.00  50.00  95.38  90.00 109.00 148.47   1.24
 52.00   4.11 161.58   1.00  50.00  95.37  90.00  92.00 116.00   1.01
 11.94  22.33 212.76   1.00  50.23  95.74  90.99  89.00 147.25   1.08
 19.49  40.17  16.81   1.00  49.97  95.42  90.39  69.00  96.93   1.09
 17.11  79.84 137.17   1.00  31.92 100.07  59.96  26.00  81.18   1.04
 70.07  27.56 235.25   1.00  50.00  95.69  90.00  82.00 161.69   1.15
  2.76  44.16 -23.69   1.00  50.04  95.73  92.13  82.00 135.31   1.17
 92.06   6.91 112.75   1.00  50.00  95.31  90.00 116.00 100.51   1.18
 87.50  39.79 -72.38   1.00  50.00  95.06  90.14  87.00 175.71   1.30
 58.35   9.64 160.00   1.00  50.00  95.57  90.00  89.00 111.15   1.03
 41.52  43.78 110.06   1.00  49.99  95.62  89.74  53.00  56.32   1.01
 46.56  45.66  67.90   1.00  50.00  95.22  90.00  50.00  54.37   1.01
 49.00  66.19 258.19   1.00  50.23  95.52  90.54  38.00 170.21   1.29
 83.78  79.28  71.22   1.00  55.18 100.38 128.49  38.00  67.41   1.07
 77.42  86.54 226.48   1.00  51.43 100.29 115.03  35.00 115.26   1.19
  2.29  62.60  13.76   1.00  48.15 100.59  75.46  65.00  85.75   1.09
 85.98  15.21 143.61   1.00  50.00  95.41  90.00 104.00 102.96   1.18
 74.98   0.39 145.66   1.00  50.00  95.84  90.00 108.00 113.27   1.09
 89.27  87.91  -3.66   1.00  65.15 100.19 158.66  34.00 164.56   1.26
 82.65  62.09 141.98   1.00  49.93  95.96  88.11  54.00  71.55   1.15
 28.22  95.56 -83.66   1.00  42.54 100.33  62.00  25.00 146.43   1.66
 18.77  48.61 229.00   1.00  48.01 100.77  77.13  66.00 163.21   1.10
  5.65  13.41 257.01   1.00  50.11  95.60  92.47 104.00 189.22   1.11
  1.95   1.06 260.66   1.00   0.55  -0.29 211.60   2.00  49.10   1.02
 65.98  99.04 159.25   1.00  63.38 100.52 145.37   3.00  14.20   1.00
 55.15  51.49 -76.37   1.00  50.00  95.60  90.11  52.00 172.30   1.17
 84.99  75.21 248.62   1.00  49.80  95.65  88.73  55.00 164.99   1.35
 69.45   1.53 234.05   1.00  66.96  -0.06 199.65   3.00  34.53   1.02
 14.72  11.59 151.86   1.00  50.00  95.10  89.82  95.00 109.86   1.05
 29.21  71.90 198.09   1.00  41.52 100.02  60.18  34.00 141.29   1.11
 43.43  51.07 161.06   1.00  49.98  95.68  90.83  46.00  83.46   1.02
 40.24  72.31 252.42   1.00  45.12 100.84  70.99  35.00 183.73   1.21
 73.96  22.82 203.81   1.00  50.00  95.90  90.00  88.00 137.36   1.14
 55.40  13.79 141.09   1.00  50.00  95.38  90.00  83.00  96.42   1.01
 32.74  34.84 180.04   1.00  49.97  95.41  89.96  66.00 109.91   1.05
 32.91  95.50 -18.76   1.00  38.58 100.07  61.87   8.00  80.97   1.10
 27.22  33.33  21.86   1.00  50.00  95.78  89.84  70.00  95.08   1.05
 60.65  58.16 -47.87   1.00  49.96  95.67  88.22  45.00 141.57   1.15
  4.85  78.14  55.88   1.00  26.55 100.27  45.00  31.00  32.85   1.00
 63.90  37.18 102.24   1.00  50.00  95.08  89.99  62.00  60.80   1.04
 23.83  42.70 206.00   1.00  50.20 100.33  85.90  68.00 135.79   1.07
 45.15  92.89  48.53   1.00  48.10 100.27  77.65   8.00  30.18   1.01
 56.33  62.53 -19.23   1.00  50.00  95.48  88.79  37.00 113.11   1.10
 49.72  31.85  48.94   1.00  50.00  95.53  90.00  64.00  75.77   1.01
 85.25  36.32  54.24   1.00  50.00  95.38  89.98  79.00  77.51   1.15
 53.84  65.20 111.62   1.00  50.02  95.60  90.30  31.00  37.32   1.01
 20.26  94.15 -54.44   1.00  39.30 100.05  60.91  26.00 117.05   1.30
 78.69   3.44  94.42   1.00  50.00  95.14  90.00 105.00  96.18   1.09
 70.50  28.72 162.48   1.00  50.00  95.41  90.00  76.00 100.61   1.09
 47.26  70.80 226.96   1.00  50.23 100.82  86.88  35.00 143.30   1.16
 84.71  92.81  71.39   1.00  79.88 100.06 144.56   9.00  73.68   1.03
 41.48  94.65 255.04   1.00  38.41 100.31  71.81  11.00 183.35   1.71
 93.97  96.58 110.14   1.00  91.12 100.64 135.20   5.00  25.54   1.01
 86.29  60.95 172.14   1.00  50.00  95.05  88.86  60.00  97.03   1.20
 71.20  48.58 -65.71   1.00  50.02  95.93  89.27  62.00 163.43   1.20
 68.46  80.81 227.46   1.00  49.92 100.84  96.40  31.00 133.87   1.14
 93.70  25.05 152.89   1.00  50.00  95.42  90.00 103.00 104.01   1.24
 48.78  26.29 132.98   1.00  50.00  96.00  90.00  70.00  81.90   1.00
 13.42  25.36 -36.08   1.00  50.00  95.52  90.03  94.00 148.87   1.19
 21.33  67.77  16.26   1.00  48.14 100.56  76.59  45.00  73.71   1.06
 59.09  37.27  22.94   1.00  50.00  95.18  90.00  61.00  89.07   1.04
 55.35  36.93 -59.71   1.00  50.00  95.35  90.00  65.00 160.80   1.11
 17.38  88.31  -1.96   1.00  38.00 100.08  60.02  26.00  66.37   1.09
