    xi	    yi	  phii	 delta	    xf	    yf	  phif	sucesso	passos	 err_x	 err_y	err_phi	    EE	    ET
12.1741	17.8713	52.0531	1.0000	47.5685	66.8393	70.7529	1.0000	61.0000	0.0486	0.3316	0.2139	38.4187	1.0096
9.9146	75.2553	121.9773	1.0000	25.8744	95.0102	45.0001	1.0000	26.0000	0.4825	0.0499	0.5000	51.3024	1.0238
37.0275	39.7712	122.6557	1.0000	47.7360	74.0061	74.4197	1.0000	36.0000	0.0453	0.2599	0.1731	30.3901	1.0036
33.1930	88.1772	266.0268	1.0000	31.3238	95.1083	60.8048	1.0000	14.0000	0.3735	0.0489	0.3244	35.0013	1.9502
48.8673	63.9098	-60.1635	1.0000	49.5724	63.2007	-45.1635	1.0000	1.0000	0.0086	0.3680	1.5018	140.0840	1.0000
12.9218	11.5714	11.5575	1.0000	47.5783	44.6723	72.4459	1.0000	52.0000	0.0484	0.5533	0.1950	58.0962	1.0850
46.5873	42.5621	249.6042	1.0000	42.0317	44.0366	88.4911	1.0000	7.0000	0.1594	0.5596	0.0168	56.5480	1.4619
80.7546	49.7666	141.7400	1.0000	52.4676	68.1816	118.3775	1.0000	36.0000	0.0494	0.3182	0.3153	42.7057	1.0666
69.8541	34.1779	49.0636	1.0000	52.2883	61.3518	118.9616	1.0000	33.0000	0.0458	0.3865	0.3218	48.3497	1.0199
44.7753	28.2443	262.6091	1.0000	40.2509	29.4525	90.7815	1.0000	7.0000	0.1950	0.7055	0.0087	71.2223	1.4948
16.6435	4.5029	27.1749	1.0000	47.6167	41.2074	72.1564	1.0000	50.0000	0.0477	0.5879	0.1983	61.4869	1.0411
28.3237	22.6378	131.0641	1.0000	47.5612	59.4746	70.5776	1.0000	42.0000	0.0488	0.4053	0.2158	45.0054	1.0106
34.9525	92.0830	11.8056	1.0000	38.0813	95.8002	61.9009	1.0000	5.0000	0.2384	0.0420	0.3122	30.8099	1.0291
30.3358	82.9482	130.2122	1.0000	35.7785	95.4739	60.1210	1.0000	14.0000	0.2844	0.0453	0.3320	33.3990	1.0251
62.7906	89.2917	184.9790	1.0000	54.0918	95.4176	124.8792	1.0000	11.0000	0.0818	0.0458	0.3875	35.4161	1.0339
73.4143	86.1576	-54.0895	1.0000	77.3722	88.4252	90.3271	1.0000	6.0000	0.5474	0.1157	0.0036	29.7207	1.3154
90.7350	31.3521	168.9490	1.0000	52.2100	47.3251	117.8574	1.0000	46.0000	0.0442	0.5267	0.3095	59.6286	1.1030
45.2201	45.0544	-5.0628	1.0000	47.8786	46.2906	39.9372	1.0000	3.0000	0.0424	0.5371	0.5563	73.4540	1.0232
41.3420	64.3528	123.8946	1.0000	47.6953	86.3250	74.6548	1.0000	23.0000	0.0461	0.1368	0.1705	20.6831	1.0056
2.2392	26.7644	-49.4409	1.0000	47.7538	55.5692	74.5228	1.0000	64.0000	0.0449	0.4443	0.1720	47.1029	1.1882
80.0458	80.8025	112.9627	1.0000	58.4976	95.1644	128.5530	1.0000	27.0000	0.1700	0.0484	0.4284	39.7735	1.0426
4.5645	33.2455	102.8210	1.0000	47.5884	92.4222	71.0505	1.0000	74.0000	0.0482	0.0758	0.2105	20.5505	1.0114
54.3485	40.3952	75.2541	1.0000	54.3667	41.3951	88.9521	1.0000	1.0000	0.0873	0.5860	0.0116	58.7767	1.0000
10.2404	86.2706	145.6311	1.0000	14.4558	95.5449	46.0551	1.0000	11.0000	0.7109	0.0446	0.4883	56.6956	1.0798
85.9396	40.6481	5.9392	1.0000	52.2170	68.0583	118.6266	1.0000	50.0000	0.0443	0.3194	0.3181	42.9496	1.1506
58.9165	7.7109	198.8368	1.0000	52.3698	11.2837	117.6620	1.0000	8.0000	0.0474	0.8872	0.3074	92.9590	1.0726
94.8109	15.1174	104.4881	1.0000	52.4566	38.5740	118.3624	1.0000	53.0000	0.0491	0.6143	0.3151	67.7024	1.0947
39.1412	52.6138	180.4595	1.0000	47.6414	88.1029	73.5100	1.0000	38.0000	0.0472	0.1190	0.1832	20.4700	1.0413
26.2691	39.6144	209.4437	1.0000	23.2032	42.4229	89.1597	1.0000	5.0000	0.5359	0.5758	0.0093	63.5130	1.2026
47.0257	44.1331	96.2877	1.0000	47.6249	47.0639	73.7762	1.0000	3.0000	0.0475	0.5294	0.1803	55.4174	1.0029
63.4698	20.3209	136.4621	1.0000	52.2034	35.5565	117.8150	1.0000	19.0000	0.0441	0.6444	0.3091	70.2246	1.0027
89.6160	10.5897	136.3236	1.0000	52.4772	29.0694	118.3913	1.0000	45.0000	0.0495	0.7093	0.3155	76.4418	1.0848
0.1281	47.4178	266.4046	1.0000	-0.3312	46.5295	242.6582	0.0000	1.0000	1.0066	0.5347	1.6962	169.4015	1.0000
47.8300	59.7250	83.2042	1.0000	48.0371	60.7033	78.0434	1.0000	1.0000	0.0393	0.3930	0.1329	41.1223	1.0000
40.3608	74.0810	156.7515	1.0000	45.8138	95.7562	72.9143	1.0000	23.0000	0.0837	0.0424	0.1898	18.0958	1.0291
93.3511	82.6986	155.7655	1.0000	54.5336	95.2729	128.4910	1.0000	44.0000	0.0907	0.0473	0.4277	39.0442	1.0783
77.1445	12.6043	-12.5760	1.0000	52.2465	40.6503	118.3353	1.0000	43.0000	0.0449	0.5935	0.3148	65.8052	1.1466
29.8796	30.8774	237.7858	1.0000	47.6533	70.6854	71.8424	1.0000	50.0000	0.0469	0.2931	0.2018	34.5623	1.1469
6.0163	96.0667	102.6533	1.0000	6.1744	97.0541	80.9049	1.0000	1.0000	0.8765	0.0295	0.1011	44.8562	1.0000
97.0643	48.5587	146.2352	1.0000	52.0474	66.3438	117.1190	1.0000	53.0000	0.0409	0.3366	0.3013	43.2709	1.0950
11.6818	2.1017	224.6972	1.0000	47.5722	59.7767	70.9042	1.0000	74.0000	0.0486	0.4022	0.2122	44.5921	1.0894
83.4250	41.2498	211.1241	1.0000	52.1648	55.4589	117.6039	1.0000	39.0000	0.0433	0.4454	0.3067	52.4459	1.1358
30.5913	47.7782	109.0478	1.0000	30.6654	48.7754	85.7497	1.0000	1.0000	0.3867	0.5122	0.0472	54.9167	1.0000
70.0180	83.8357	-56.4008	1.0000	74.1525	85.8599	85.6225	1.0000	6.0000	0.4830	0.1414	0.0486	28.3275	1.3034
16.1570	92.5941	89.4847	1.0000	17.1994	95.3991	64.6062	1.0000	3.0000	0.6560	0.0460	0.2822	41.7360	1.0026
21.6046	0.4433	232.3800	1.0000	20.7213	-0.0255	207.9574	0.0000	1.0000	0.5856	1.0003	1.3106	157.4048	1.0000
29.6190	31.6635	79.2495	1.0000	47.5731	63.9760	70.5327	1.0000	37.0000	0.0485	0.3602	0.2163	41.0194	1.0009
19.8668	9.2302	41.3290	1.0000	47.6103	48.8583	71.3025	1.0000	49.0000	0.0478	0.5114	0.2078	54.5049	1.0129
42.1032	63.4131	-27.5422	1.0000	47.5073	66.5688	62.9106	1.0000	7.0000	0.0499	0.3343	0.3010	43.1010	1.1186
75.6763	57.5240	192.5945	1.0000	52.1699	73.0047	117.6304	1.0000	31.0000	0.0434	0.2700	0.3070	38.6897	1.1014
50.8834	54.5166	148.3206	1.0000	50.3056	55.3328	125.2942	1.0000	1.0000	0.0061	0.4467	0.3922	56.9292	1.0000
23.5050	36.8366	88.1215	1.0000	47.5749	76.8783	70.9311	1.0000	47.0000	0.0485	0.2312	0.2119	30.0686	1.0060
98.1506	61.3853	237.2799	1.0000	52.2181	71.6901	117.9101	1.0000	55.0000	0.0444	0.2831	0.3101	39.8164	1.1684
19.8105	29.8926	-83.5772	1.0000	47.6844	47.3182	75.4345	1.0000	49.0000	0.0463	0.5268	0.1618	54.7073	1.4906
73.9749	84.0633	173.5703	1.0000	55.5188	95.3643	128.4919	1.0000	23.0000	0.1104	0.0464	0.4277	39.1609	1.0628
68.6515	80.1945	254.7443	1.0000	52.2158	89.2971	118.5259	1.0000	23.0000	0.0443	0.1070	0.3170	30.5482	1.2242
69.5285	53.6397	31.7142	1.0000	52.2960	81.6088	118.9018	1.0000	34.0000	0.0459	0.1839	0.3211	34.3340	1.0350
4.3584	3.0404	104.8465	1.0000	47.5467	62.1219	70.5312	1.0000	74.0000	0.0491	0.3788	0.2163	42.6592	1.0112
63.4621	26.2042	141.0613	1.0000	52.1303	41.3729	117.4378	1.0000	19.0000	0.0426	0.5863	0.3049	64.7650	1.0035
76.5735	11.4574	269.0735	1.0000	52.2363	16.1499	118.4701	1.0000	37.0000	0.0447	0.8385	0.3163	88.5798	1.4928
11.8851	64.4300	-20.3162	1.0000	47.4882	95.0602	72.4343	1.0000	53.0000	0.0502	0.0494	0.1952	18.4191	1.1285
74.7361	73.5628	180.7339	1.0000	52.2011	89.6233	117.8006	1.0000	30.0000	0.0440	0.1038	0.3089	29.7556	1.0841
77.4020	1.5499	69.0288	1.0000	77.3437	2.5482	93.3421	1.0000	1.0000	0.5469	0.9745	0.0371	101.2705	1.0000
71.0968	4.3180	-69.2843	1.0000	52.4359	31.8609	118.3369	1.0000	42.0000	0.0487	0.6814	0.3149	73.8366	1.2624
85.2723	2.7691	233.0012	1.0000	81.3610	-0.2840	207.9581	0.0000	5.0000	0.6272	1.0028	1.3106	157.9699	1.0077
39.0029	45.4831	94.6103	1.0000	47.5777	72.1145	76.0033	1.0000	28.0000	0.0484	0.2789	0.1555	31.2950	1.0008
57.8103	10.7169	212.5726	1.0000	52.4309	12.1516	130.3710	1.0000	6.0000	0.0486	0.8785	0.4486	96.7113	1.0777
95.2633	59.2079	110.8019	1.0000	52.3424	81.8408	118.5812	1.0000	53.0000	0.0468	0.1816	0.3176	33.9430	1.0923
90.8117	76.1284	84.9723	1.0000	55.4459	95.7340	128.4919	1.0000	44.0000	0.1089	0.0427	0.4277	39.1086	1.0881
31.9139	16.0064	224.2871	1.0000	47.5888	53.7610	71.0403	1.0000	46.0000	0.0482	0.4624	0.2107	50.0332	1.1253
27.3216	59.6003	210.0848	1.0000	24.2066	62.3640	90.2943	1.0000	5.0000	0.5159	0.3764	0.0033	45.6274	1.2007
6.5346	19.9481	265.5193	1.0000	1.9819	20.9615	93.1426	1.0000	7.0000	0.9604	0.7904	0.0349	92.5349	1.5008
1.3763	14.2934	-40.5606	1.0000	47.5655	44.4899	72.4459	1.0000	64.0000	0.0487	0.5551	0.1950	58.2704	1.1598
25.1226	25.6583	-4.3348	1.0000	47.6669	55.1866	75.2019	1.0000	40.0000	0.0467	0.4481	0.1644	47.2511	1.0767
41.3915	92.0014	-39.7993	1.0000	47.6066	94.9621	63.7684	1.0000	8.0000	0.0479	0.0504	0.2915	26.8180	1.1621
43.2484	15.8277	82.3397	1.0000	47.5636	30.1843	75.1456	1.0000	15.0000	0.0487	0.6982	0.1650	71.4200	1.0006
72.4385	26.7654	219.8086	1.0000	52.0791	40.2588	117.2260	1.0000	28.0000	0.0416	0.5974	0.3025	65.6855	1.1464
51.2613	48.1315	266.3384	1.0000	50.9413	47.1840	251.3384	1.0000	1.0000	0.0188	0.5282	1.7926	169.7660	1.0000
69.2069	37.9602	5.6795	1.0000	52.2675	67.1447	118.2920	1.0000	36.0000	0.0453	0.3286	0.3144	43.4172	1.0668
44.0060	23.8127	-80.3856	1.0000	47.8084	21.1120	-5.3856	1.0000	5.0000	0.0438	0.7889	1.0598	123.8004	1.0721
1.3875	59.7403	199.2425	1.0000	-0.4790	60.3239	150.5458	0.0000	2.0000	1.0096	0.3968	0.6727	88.2503	1.0227
62.7699	23.6105	103.8023	1.0000	52.1858	39.2933	117.7144	1.0000	19.0000	0.0437	0.6071	0.3079	66.7695	1.0042
95.7940	76.8426	-17.5599	1.0000	58.3263	95.0516	128.5846	1.0000	51.0000	0.1665	0.0495	0.4287	39.7817	1.2243
12.0585	89.1485	27.3647	1.0000	23.6038	95.1240	27.3647	1.0000	13.0000	0.5279	0.0488	0.6959	68.1448	1.0000
70.9021	85.7032	-89.0409	1.0000	67.1173	95.0860	154.6253	1.0000	20.0000	0.3423	0.0491	0.7181	67.0342	1.9768
99.5036	62.1180	-72.7410	1.0000	100.1687	61.3712	-48.3134	0.0000	1.0000	1.0034	0.3863	1.5368	152.1173	1.0000
0.3383	87.7958	-89.8625	1.0000	41.2853	95.6773	60.6087	1.0000	56.0000	0.1743	0.0432	0.3266	30.9593	1.3430
81.7004	55.0781	260.4545	1.0000	52.2249	61.2567	118.6221	1.0000	41.0000	0.0445	0.3874	0.3180	48.2205	1.3614
81.8372	55.9248	-84.8347	1.0000	86.3881	56.9780	87.3623	1.0000	7.0000	0.7278	0.4302	0.0293	56.4087	1.4985
53.5786	37.8214	0.9574	1.0000	52.4670	47.9226	118.8431	1.0000	12.0000	0.0493	0.5208	0.3205	59.5824	1.1808
54.0559	39.6657	-44.4764	1.0000	52.2345	52.7490	118.0290	1.0000	18.0000	0.0447	0.4725	0.3114	54.9843	1.3627
0.5732	16.4135	115.9590	1.0000	0.5573	17.4134	90.9103	1.0000	1.0000	0.9889	0.8259	0.0101	96.2599	1.0000
17.2211	8.0667	46.5680	1.0000	47.6408	52.0587	71.8873	1.0000	54.0000	0.0472	0.4794	0.2013	51.3031	1.0096
41.5309	20.3439	58.9515	1.0000	47.7219	32.8592	74.1595	1.0000	14.0000	0.0456	0.6714	0.1760	69.0217	1.0027
48.1727	97.2246	51.9342	1.0000	48.6417	98.1079	62.0354	1.0000	1.0000	0.0272	0.0189	0.3107	28.0615	1.0000
27.9170	77.6000	-5.2704	1.0000	43.2771	95.0795	60.1494	1.0000	25.0000	0.1345	0.0492	0.3317	30.9914	1.0744
85.0625	2.3661	192.9594	1.0000	52.3502	17.2393	118.5378	1.0000	40.0000	0.0470	0.8276	0.3171	87.5743	1.1131
91.9185	30.2610	240.0243	1.0000	52.2199	40.3651	117.9216	1.0000	49.0000	0.0444	0.5963	0.3102	65.8853	1.1962
72.4201	44.4322	-69.3917	1.0000	52.1999	71.3777	117.7930	1.0000	43.0000	0.0440	0.2862	0.3088	39.9566	1.2764
30.5985	47.1607	140.2067	1.0000	30.0839	49.0505	93.5528	1.0000	2.0000	0.3983	0.5095	0.0395	54.8190	1.0211
87.4122	53.2019	48.5676	1.0000	52.3914	79.1851	118.3358	1.0000	48.0000	0.0478	0.2081	0.3148	35.2406	1.1007
65.1486	64.0616	22.4382	1.0000	52.2871	87.2207	118.9323	1.0000	28.0000	0.0457	0.1278	0.3215	31.7115	1.0570
46.0051	82.6220	-32.2326	1.0000	47.9595	82.2868	-2.2326	1.0000	2.0000	0.0408	0.1771	1.0248	93.9403	1.0086
54.4285	59.6351	146.7163	1.0000	52.2436	62.9475	117.9479	1.0000	4.0000	0.0449	0.3705	0.3105	46.4651	1.0081
33.1973	43.6901	107.5406	1.0000	47.6473	89.4273	73.5675	1.0000	48.0000	0.0471	0.1057	0.1826	19.6811	1.0007
91.4602	58.3197	169.7195	1.0000	52.0861	74.4936	117.2511	1.0000	47.0000	0.0417	0.2551	0.3028	37.3838	1.1042
1.4663	96.6237	50.2900	1.0000	2.1332	97.3689	48.1712	1.0000	1.0000	0.9573	0.0263	0.4648	63.6223	1.0000
69.3926	58.5860	8.5673	1.0000	52.3525	87.8595	118.5258	1.0000	36.0000	0.0470	0.1214	0.3170	31.0909	1.0628
15.3352	13.5407	171.0111	1.0000	47.7037	65.9129	72.2963	1.0000	64.0000	0.0459	0.3409	0.1967	38.4789	1.0395
7.5001	47.4888	-32.0225	1.0000	47.5673	76.8794	71.9915	1.0000	57.0000	0.0487	0.2312	0.2001	29.4073	1.1471
2.7388	87.0010	60.0653	1.0000	10.1842	95.0765	45.0425	1.0000	11.0000	0.7963	0.0492	0.4995	60.2554	1.0015
90.7991	74.9500	39.5051	1.0000	91.2434	76.8509	89.4016	1.0000	2.0000	0.8249	0.2315	0.0066	47.2996	1.0245
82.6320	27.4657	204.2538	1.0000	52.2091	42.1908	117.8511	1.0000	38.0000	0.0442	0.5781	0.3095	64.2064	1.1243
88.9904	2.2517	76.2536	1.0000	52.4620	26.9451	118.3696	1.0000	48.0000	0.0492	0.7305	0.3152	78.4086	1.0886
8.4539	3.8972	-49.2445	1.0000	47.5894	29.5731	70.7453	1.0000	56.0000	0.0482	0.7043	0.2139	73.0514	1.1964
29.9309	80.2340	-68.0902	1.0000	46.1074	95.0033	63.4631	1.0000	28.0000	0.0779	0.0500	0.2949	27.2823	1.2783
38.6115	37.2045	228.2504	1.0000	47.6855	78.9582	73.7783	1.0000	47.0000	0.0463	0.2104	0.1802	26.6695	1.1000
52.8697	2.2146	104.6602	1.0000	52.3697	4.1511	104.0713	1.0000	2.0000	0.0474	0.9585	0.1563	96.9053	1.0000
45.4763	57.2260	94.5557	1.0000	47.5279	64.9520	73.8830	1.0000	8.0000	0.0494	0.3505	0.1791	38.6553	1.0008
1.6236	87.4574	242.6942	1.0000	-0.1412	86.6230	192.7461	0.0000	2.0000	1.0028	0.1338	1.1416	115.1080	1.0245
60.2814	76.1634	-9.9740	1.0000	62.6080	79.9083	93.6404	1.0000	5.0000	0.2522	0.2009	0.0404	23.9977	1.1341
20.2948	71.0874	258.3913	1.0000	15.8604	72.6391	86.8390	1.0000	7.0000	0.6828	0.2736	0.0351	43.8648	1.4900
51.6743	75.1564	0.7406	1.0000	52.4721	85.4341	108.5653	1.0000	12.0000	0.0494	0.1457	0.2063	23.7265	1.1641
30.8065	40.9854	-36.2216	1.0000	47.7075	63.9009	74.4803	1.0000	31.0000	0.0458	0.3610	0.1724	39.3606	1.0887
91.3390	5.4436	160.1251	1.0000	52.0564	22.1821	117.1485	1.0000	47.0000	0.0411	0.7782	0.3017	82.4433	1.1007
62.0434	44.5085	-83.0354	1.0000	66.6961	46.6690	94.4016	1.0000	8.0000	0.3339	0.5333	0.0489	56.0565	1.5595
20.9022	24.3121	-76.5772	1.0000	47.5050	42.2875	73.2673	1.0000	46.0000	0.0499	0.5771	0.1859	60.1410	1.4327
1.1549	28.9485	168.6277	1.0000	-0.1407	30.4094	119.0633	0.0000	2.0000	1.0028	0.6959	0.3229	90.5628	1.0243
74.5949	12.2416	-50.1862	1.0000	52.0614	40.0729	117.1651	1.0000	44.0000	0.0412	0.5993	0.3018	65.8290	1.2287
95.2797	70.5914	-45.1936	1.0000	53.3581	95.1697	119.0381	1.0000	61.0000	0.0672	0.0483	0.3226	29.6280	1.2553
74.4450	73.2436	205.4340	1.0000	52.0634	88.1881	117.1718	1.0000	30.0000	0.0413	0.1181	0.3019	29.7000	1.1147
49.1045	0.4339	-89.3752	1.0000	49.3738	-0.5292	-74.3752	1.0000	1.0000	0.0125	1.0053	1.8264	192.6803	1.0000
72.2855	76.0143	119.8497	1.0000	55.0481	95.3244	128.4906	1.0000	26.0000	0.1010	0.0468	0.4277	39.1008	1.0045
80.8851	64.8092	150.5995	1.0000	52.3680	82.2400	118.4453	1.0000	36.0000	0.0474	0.1776	0.3161	33.6179	1.0771
49.0088	12.9258	-14.3726	1.0000	50.0087	12.9367	0.6274	1.0000	1.0000	0.0002	0.8706	0.9930	124.7697	1.0000
94.3074	14.2222	-4.3580	1.0000	96.2593	17.1839	93.9154	1.0000	4.0000	0.9252	0.8282	0.0435	94.9408	1.1277
77.9739	77.4821	232.7678	1.0000	52.2793	88.5738	118.6696	1.0000	34.0000	0.0456	0.1143	0.3186	30.9467	1.2149
19.2399	3.6893	133.7217	1.0000	47.5691	49.7659	70.7534	1.0000	55.0000	0.0486	0.5023	0.2139	53.8499	1.0168
10.2892	54.5390	183.1806	1.0000	38.5387	95.5975	60.1591	1.0000	53.0000	0.2292	0.0440	0.3316	32.2680	1.0634
42.8306	43.0004	128.1612	1.0000	47.7655	61.1828	73.7079	1.0000	19.0000	0.0447	0.3882	0.1810	42.1569	1.0085
61.4743	42.5846	107.6923	1.0000	52.0919	56.6802	117.2727	1.0000	17.0000	0.0418	0.4332	0.3030	51.2327	1.0040
11.9780	18.6989	-16.8964	1.0000	47.5299	49.7210	72.9016	1.0000	53.0000	0.0494	0.5028	0.1900	53.1642	1.1233
83.1538	73.0425	151.9088	1.0000	52.0492	90.8955	117.1248	1.0000	39.0000	0.0410	0.0910	0.3014	28.6853	1.0874
80.2151	61.3640	210.7322	1.0000	52.4814	74.9565	118.3976	1.0000	35.0000	0.0496	0.2504	0.3155	37.9441	1.1332
41.2973	27.1663	55.0417	1.0000	47.6937	40.6873	75.7243	1.0000	15.0000	0.0461	0.5931	0.1586	61.0501	1.0028
69.9855	61.6975	18.9872	1.0000	71.1448	64.2836	89.3682	1.0000	3.0000	0.4229	0.3572	0.0070	41.5110	1.0586
97.7362	43.4224	120.7385	1.0000	52.0982	64.6974	117.2962	1.0000	55.0000	0.0420	0.3530	0.3033	44.6739	1.0923
97.4537	73.4662	-34.5500	1.0000	100.1820	74.1854	39.2760	0.0000	3.0000	1.0036	0.2581	0.5636	75.8785	1.0633
74.1475	25.2393	136.6519	1.0000	52.2858	44.2556	118.8884	1.0000	30.0000	0.0457	0.5574	0.3210	62.8268	1.0354
7.6792	17.7509	27.5378	1.0000	47.5792	59.1074	71.4551	1.0000	60.0000	0.0484	0.4089	0.2061	44.9664	1.0441
46.5053	5.7581	-88.4072	1.0000	48.0412	3.2608	-43.4072	1.0000	3.0000	0.0392	0.9674	1.4823	164.8023	1.0232
38.9896	98.8958	40.1853	1.0000	39.5606	99.7168	55.1853	1.0000	1.0000	0.2088	0.0028	0.3868	36.3473	1.0000
46.7446	45.9545	-32.5522	1.0000	47.6980	45.6529	-17.5522	1.0000	1.0000	0.0460	0.5435	1.1950	120.5254	1.0000
66.3232	39.6944	-88.7886	1.0000	52.4112	67.0235	118.3146	1.0000	40.0000	0.0482	0.3298	0.3146	43.5314	1.3044
96.9594	86.9044	115.2188	1.0000	62.8013	95.1132	145.2073	1.0000	37.0000	0.2560	0.0489	0.6134	56.8824	1.0532
89.0989	38.4018	110.2045	1.0000	52.2843	61.4627	118.8372	1.0000	47.0000	0.0457	0.3854	0.3204	48.1863	1.0819
26.8174	58.5804	262.1015	1.0000	22.1940	59.7143	93.5031	1.0000	7.0000	0.5561	0.4029	0.0389	49.0753	1.4704
77.5514	85.6777	34.5432	1.0000	72.1583	95.0534	151.8048	1.0000	12.0000	0.4432	0.0495	0.6867	65.8429	1.1094
66.7238	76.4582	211.5852	1.0000	52.2713	88.1823	118.4329	1.0000	20.0000	0.0454	0.1182	0.3159	30.8747	1.0747
50.4403	61.9136	13.3366	1.0000	51.3177	62.3935	28.6769	1.0000	1.0000	0.0264	0.3761	0.6814	71.9479	1.0000
27.2986	18.7779	188.7178	1.0000	25.0434	21.5532	93.1318	1.0000	4.0000	0.4991	0.7845	0.0348	82.3804	1.1186
80.0539	12.4061	-80.1395	1.0000	84.5239	13.8227	91.6335	1.0000	7.0000	0.6905	0.8618	0.0181	92.8499	1.4928
64.1733	49.4718	205.3851	1.0000	52.3300	58.5666	118.5295	1.0000	16.0000	0.0466	0.4143	0.3170	50.3596	1.0715
54.0784	0.4204	219.6895	1.0000	52.1841	-0.1656	189.6895	1.0000	2.0000	0.0437	1.0017	1.1077	141.3362	1.0086
21.1490	9.3679	-55.4205	1.0000	47.5884	31.8580	74.1099	1.0000	44.0000	0.0482	0.6814	0.1766	70.0117	1.2676
80.4674	68.8389	194.8850	1.0000	52.0808	84.3465	117.2319	1.0000	36.0000	0.0416	0.1565	0.3026	31.4792	1.1130
35.8517	30.4359	-40.9547	1.0000	47.5584	43.9449	71.6543	1.0000	20.0000	0.0488	0.5606	0.2038	59.0314	1.1188
10.3957	98.6137	246.8044	1.0000	9.6541	97.9429	222.1267	1.0000	1.0000	0.8069	0.0206	1.4681	138.1647	1.0000
46.3687	67.0626	17.9775	1.0000	47.8770	68.3498	47.9775	1.0000	2.0000	0.0425	0.3165	0.4669	52.6510	1.0086
33.8138	98.2521	36.3029	1.0000	34.4535	99.0207	50.2312	1.0000	1.0000	0.3109	0.0098	0.4419	42.7107	1.0000
37.9733	62.5697	-60.2352	1.0000	47.5855	69.7012	71.2066	1.0000	15.0000	0.0483	0.3030	0.2088	35.7357	1.2533
94.6709	16.4110	113.9499	1.0000	52.3687	38.4548	118.4415	1.0000	52.0000	0.0474	0.6155	0.3160	67.8406	1.0901
86.3447	78.5403	167.3250	1.0000	52.4982	94.2339	118.4240	1.0000	41.0000	0.0500	0.0577	0.3158	29.1104	1.0990
77.3328	77.9517	4.7791	1.0000	59.5698	95.3933	128.7521	1.0000	29.0000	0.1914	0.0461	0.4306	40.1812	1.1649
84.6684	1.5076	65.4722	1.0000	84.6604	2.5075	90.4560	1.0000	1.0000	0.6932	0.9749	0.0051	103.4714	1.0000
21.8133	76.3128	-88.9857	1.0000	47.5556	90.5159	71.9534	1.0000	46.0000	0.0489	0.0948	0.2005	20.5329	1.5646
90.0706	92.2471	115.2501	1.0000	87.6320	95.3937	135.2951	1.0000	4.0000	0.7526	0.0461	0.5033	59.0681	1.0048
29.1556	60.2699	111.8038	1.0000	29.1851	61.2694	88.3113	1.0000	1.0000	0.4163	0.3873	0.0188	44.0019	1.0000
7.0018	50.2557	193.3259	1.0000	38.7600	95.3249	60.1496	1.0000	59.0000	0.2248	0.0468	0.3317	32.2372	1.0701
47.1534	97.9294	22.9422	1.0000	47.9420	98.5443	37.9422	1.0000	1.0000	0.0412	0.0146	0.5784	52.1188	1.0000
90.9016	36.2499	202.5138	1.0000	52.2879	50.5292	118.9605	1.0000	46.0000	0.0458	0.4947	0.3218	57.3699	1.1173
99.4188	9.2600	22.8043	1.0000	100.0896	10.0017	47.8711	0.0000	1.0000	1.0018	0.9000	0.4681	111.2812	1.0000
56.6614	31.2808	124.3462	1.0000	52.2728	37.9475	118.2339	1.0000	8.0000	0.0455	0.6205	0.3137	68.2117	1.0023
24.3562	93.7356	-45.7689	1.0000	36.5045	95.0207	60.3587	1.0000	15.0000	0.2699	0.0498	0.3293	32.9473	1.2279
95.6717	53.1389	102.9984	1.0000	52.2837	76.5600	118.8163	1.0000	54.0000	0.0457	0.2344	0.3202	37.2159	1.0952
77.8011	84.0639	196.8773	1.0000	54.1787	95.7408	125.5526	1.0000	29.0000	0.0836	0.0426	0.3950	36.0498	1.1005
88.5681	69.6005	77.1561	1.0000	52.2241	94.6320	118.6343	1.0000	48.0000	0.0445	0.0537	0.3182	29.2179	1.0877
90.4157	67.2551	53.2332	1.0000	52.2612	93.0997	118.1450	1.0000	51.0000	0.0452	0.0690	0.3127	29.0666	1.1067
24.4610	46.6187	-89.6662	1.0000	47.7184	60.3381	73.5423	1.0000	43.0000	0.0456	0.3966	0.1829	43.0015	1.5924
76.4212	66.2883	79.5925	1.0000	52.0927	92.6674	117.2753	1.0000	37.0000	0.0419	0.0733	0.3031	28.3211	1.0311
11.6349	21.9795	186.5655	1.0000	9.5789	24.8675	88.0562	1.0000	4.0000	0.8084	0.7513	0.0216	85.3378	1.1283
22.7637	46.5024	267.7225	1.0000	47.7251	92.9817	72.5033	1.0000	62.0000	0.0455	0.0702	0.1944	18.9886	1.1752
14.8234	36.5343	77.3230	1.0000	47.7191	84.8570	72.7485	1.0000	59.0000	0.0456	0.1514	0.1917	23.0679	1.0093
65.3167	77.6575	20.7951	1.0000	55.6707	95.7386	128.4905	1.0000	22.0000	0.1134	0.0426	0.4277	39.1387	1.0735
31.5121	73.1158	230.8309	1.0000	27.5471	75.4973	89.9799	1.0000	6.0000	0.4491	0.2450	0.0002	33.2342	1.2973
43.0652	91.7896	213.8468	1.0000	39.9049	94.4329	90.4203	1.0000	5.0000	0.2019	0.0557	0.0047	11.5360	1.2136
61.9724	9.7763	-37.1868	1.0000	65.4342	13.2148	91.2554	1.0000	6.0000	0.3087	0.8679	0.0139	88.1559	1.2297
5.7481	89.1352	11.5486	1.0000	29.9867	95.2477	14.9557	1.0000	25.0000	0.4003	0.0475	0.8338	77.8124	1.0001
