    xi	    yi	  phii	 delta	    xf	    yf	  phif	sucesso	passos	 err_x	 err_y	err_phi	    EE	    ET
84.8969	8.1340	259.3636	1.0000	77.0512	-0.2204	199.2450	0.0000	12.0000	0.5410	1.0022	1.2138	150.6996	1.0470
90.1173	4.5237	-51.4066	1.0000	52.0862	31.5625	117.2512	1.0000	59.0000	0.0417	0.6844	0.3028	73.6931	1.2644
44.5281	36.2823	235.0424	1.0000	40.6470	38.5803	87.4745	1.0000	6.0000	0.1871	0.6142	0.0281	62.1790	1.3303
85.0384	38.8451	3.2542	1.0000	52.3290	66.0635	118.6645	1.0000	49.0000	0.0466	0.3394	0.3185	44.4832	1.1515
77.9050	15.3442	-81.6171	1.0000	82.4288	16.6141	89.6020	1.0000	7.0000	0.6486	0.8339	0.0044	89.4706	1.4898
7.2679	73.0940	242.3052	1.0000	3.1701	74.9469	93.7440	1.0000	6.0000	0.9366	0.2505	0.0416	53.2420	1.3342
47.6525	71.6139	-51.9460	1.0000	48.4517	71.0128	-36.9460	1.0000	1.0000	0.0310	0.2899	1.4105	130.2227	1.0000
40.8801	36.1593	104.0120	1.0000	47.7179	58.0935	74.3053	1.0000	23.0000	0.0456	0.4191	0.1744	44.8072	1.0011
28.4869	52.9127	-79.9185	1.0000	47.6523	69.2081	74.7050	1.0000	36.0000	0.0470	0.3079	0.1699	34.4614	1.4310
15.2576	46.3963	15.0843	1.0000	47.6093	79.5752	73.2417	1.0000	50.0000	0.0478	0.2042	0.1862	26.5278	1.0790
91.8109	82.7891	-19.8571	1.0000	64.0292	95.3339	152.9204	1.0000	39.0000	0.2806	0.0467	0.6991	64.6341	1.2794
90.2058	8.6629	243.9003	1.0000	52.0645	18.4691	117.1755	1.0000	48.0000	0.0413	0.8153	0.3020	85.9655	1.2188
30.0436	24.9381	-36.7683	1.0000	47.5568	46.8051	71.5581	1.0000	31.0000	0.0489	0.5319	0.2049	56.3540	1.1065
38.0047	23.3600	-9.4502	1.0000	47.6222	37.6613	73.1825	1.0000	18.0000	0.0476	0.6234	0.1869	64.6111	1.0444
56.4050	86.5498	-54.3279	1.0000	57.1843	95.0074	127.8259	1.0000	13.0000	0.1437	0.0499	0.4203	38.8245	1.5306
61.9811	48.6842	72.2976	1.0000	62.0283	49.6831	87.2976	1.0000	1.0000	0.2406	0.5032	0.0300	51.8051	1.0000
42.1115	62.0558	-88.1135	1.0000	48.3216	59.7200	31.8865	1.0000	8.0000	0.0336	0.4028	0.6457	70.7282	1.2057
92.5502	45.1361	9.2251	1.0000	52.3940	71.9244	118.3245	1.0000	56.0000	0.0479	0.2808	0.3147	39.9531	1.1601
60.5792	54.9512	-48.3680	1.0000	52.3938	75.8753	118.3256	1.0000	28.0000	0.0479	0.2412	0.3147	37.2837	1.2462
57.0295	1.1988	251.7006	1.0000	55.7339	-0.3023	221.7006	0.0000	2.0000	0.1147	1.0030	1.4633	165.6456	1.0086
24.5831	4.1341	191.5454	1.0000	47.6283	48.3059	71.8065	1.0000	53.0000	0.0474	0.5169	0.2022	54.8535	1.0638
85.0256	61.7269	225.3864	1.0000	52.2166	74.1805	118.4450	1.0000	41.0000	0.0443	0.2582	0.3161	38.4796	1.1683
27.8930	12.6236	101.3666	1.0000	47.7665	49.4469	73.5233	1.0000	42.0000	0.0447	0.5055	0.1831	53.2173	1.0037
36.6935	29.2576	61.2556	1.0000	47.6689	50.5558	73.9625	1.0000	24.0000	0.0466	0.4944	0.1782	52.0323	1.0017
78.1673	53.1125	-36.4193	1.0000	81.4693	55.5894	86.1593	1.0000	5.0000	0.6294	0.4441	0.0427	54.5653	1.2113
22.6918	98.5980	242.9003	1.0000	21.9102	97.9741	218.5978	1.0000	1.0000	0.5618	0.0203	1.4289	131.6454	1.0000
20.0593	90.9108	205.4299	1.0000	18.0210	95.8179	65.3083	1.0000	7.0000	0.6396	0.0418	0.2744	40.6180	1.3174
80.3769	36.0902	232.4109	1.0000	52.0976	47.7568	117.2937	1.0000	37.0000	0.0420	0.5224	0.3033	58.9805	1.2095
17.7573	87.5428	174.6591	1.0000	18.7994	95.0874	50.7706	1.0000	9.0000	0.6240	0.0491	0.4359	50.3643	1.1817
78.9357	30.3548	197.9838	1.0000	52.2759	45.2904	118.5568	1.0000	34.0000	0.0455	0.5471	0.3173	61.7561	1.1126
14.0595	60.1733	140.0942	1.0000	13.6270	62.0771	90.2549	1.0000	2.0000	0.7275	0.3792	0.0028	52.5472	1.0244
94.4450	86.6834	215.2096	1.0000	54.7512	95.6920	128.4911	1.0000	45.0000	0.0950	0.0431	0.4277	39.0218	1.1056
45.9064	88.8714	115.6807	1.0000	47.2564	95.6771	76.1028	1.0000	7.0000	0.0549	0.0432	0.1544	14.8104	1.0089
37.3636	86.2791	99.7288	1.0000	40.4825	95.7666	70.8326	1.0000	10.0000	0.1904	0.0423	0.2130	21.8150	1.0013
94.9126	29.4243	220.2572	1.0000	52.0828	42.5039	117.2393	1.0000	51.0000	0.0417	0.5750	0.3027	63.6562	1.1388
97.4567	70.6228	228.2237	1.0000	52.0635	82.6284	117.1720	1.0000	54.0000	0.0413	0.1737	0.3019	32.3164	1.1501
6.9749	56.7739	-34.2318	1.0000	47.6666	86.4493	73.0542	1.0000	58.0000	0.0467	0.1355	0.1883	21.8226	1.1516
45.3749	41.8265	71.7840	1.0000	47.7239	50.5117	74.7278	1.0000	9.0000	0.0455	0.4949	0.1697	51.8412	1.0003
80.3759	1.7570	62.1357	1.0000	80.4324	2.7554	86.7618	1.0000	1.0000	0.6086	0.9724	0.0360	101.9467	1.0000
3.3263	97.0366	60.7072	1.0000	3.8898	97.8627	55.7001	1.0000	1.0000	0.9222	0.0214	0.3811	57.5083	1.0000
25.2892	73.5558	-88.8603	1.0000	47.6917	86.4685	71.9848	1.0000	41.0000	0.0462	0.1353	0.2002	22.6490	1.5856
80.0236	18.0368	195.2623	1.0000	52.3170	33.0294	118.7454	1.0000	35.0000	0.0463	0.6697	0.3194	72.9159	1.1110
78.9994	28.9995	-2.9150	1.0000	80.9084	32.0011	94.3501	1.0000	4.0000	0.6182	0.6800	0.0483	74.8205	1.1245
33.7864	95.2169	8.2619	1.0000	34.7126	95.5939	22.1502	1.0000	1.0000	0.3057	0.0441	0.7539	69.6901	1.0000
72.4056	8.7872	-81.8701	1.0000	77.0473	9.9121	86.0683	1.0000	7.0000	0.5409	0.9009	0.0437	94.1427	1.4657
72.0488	7.0563	112.3898	1.0000	52.3646	32.1386	118.4624	1.0000	32.0000	0.0473	0.6786	0.3162	73.6265	1.0036
23.6107	36.6640	179.2074	1.0000	47.7051	81.0345	72.1572	1.0000	53.0000	0.0459	0.1897	0.1983	26.1405	1.0497
85.2475	6.2541	-86.8180	1.0000	52.2637	31.8677	118.1826	1.0000	56.0000	0.0453	0.6813	0.3131	73.7658	1.3410
95.8311	10.2255	268.2888	1.0000	86.5329	-0.1773	193.1460	0.0000	15.0000	0.7307	1.0018	1.1461	148.3551	1.0751
19.9205	1.6325	248.3650	1.0000	47.5557	50.7146	70.4455	1.0000	64.0000	0.0489	0.4929	0.2173	53.0793	1.1362
52.6924	97.8281	256.1829	1.0000	52.2104	96.9519	241.1829	1.0000	1.0000	0.0442	0.0305	1.6798	151.2298	1.0000
26.7741	54.2932	-26.1443	1.0000	47.5844	79.0706	72.5563	1.0000	36.0000	0.0483	0.2093	0.1938	27.3525	1.1126
20.2420	84.3570	21.3125	1.0000	35.8176	95.3647	60.3830	1.0000	20.0000	0.2836	0.0464	0.3291	33.1631	1.0486
81.0055	65.9249	-38.0193	1.0000	52.1659	93.9777	117.6096	1.0000	49.0000	0.0433	0.0602	0.3068	28.3417	1.2179
36.3127	96.2274	213.4200	1.0000	35.3244	96.0752	188.7548	1.0000	1.0000	0.2935	0.0392	1.0973	99.9164	1.0000
88.7537	4.1778	9.9274	1.0000	52.4887	31.0271	118.4088	1.0000	52.0000	0.0498	0.6897	0.3157	74.6359	1.1524
89.0026	75.8924	221.0387	1.0000	52.1203	88.9496	117.3924	1.0000	45.0000	0.0424	0.1105	0.3044	29.6133	1.1501
97.4847	53.5748	1.3977	1.0000	52.1204	80.5627	117.3926	1.0000	62.0000	0.0424	0.1944	0.3044	33.6550	1.1746
82.4064	5.1039	-58.2192	1.0000	86.3790	7.2241	90.0625	1.0000	6.0000	0.7276	0.9278	0.0007	99.6534	1.3325
67.0502	88.7367	46.9683	1.0000	65.3291	95.0903	125.8302	1.0000	7.0000	0.3066	0.0491	0.3981	39.2797	1.0634
67.9071	85.3440	259.7106	1.0000	52.2188	93.3963	118.0661	1.0000	22.0000	0.0444	0.0660	0.3118	28.9178	1.2476
81.8003	21.9496	216.8411	1.0000	52.3896	35.1297	118.3434	1.0000	37.0000	0.0478	0.6487	0.3149	70.8323	1.1480
83.9325	20.7505	198.3897	1.0000	52.2828	35.5187	118.7852	1.0000	39.0000	0.0457	0.6448	0.3198	70.6515	1.1167
99.5555	84.4344	-2.5742	1.0000	100.4883	84.7947	21.1168	0.0000	1.0000	1.0098	0.1521	0.7654	86.7477	1.0000
86.0294	99.5349	69.3632	1.0000	85.9521	100.5319	94.4313	1.0000	1.0000	0.7190	0.0053	0.0492	36.2281	1.0000
74.1511	64.0237	216.8581	1.0000	52.4606	77.1781	118.3677	1.0000	29.0000	0.0492	0.2282	0.3152	36.4914	1.1432
3.8965	76.4198	-52.4220	1.0000	43.7696	95.7444	60.9058	1.0000	53.0000	0.1246	0.0426	0.3233	30.0566	1.1961
9.2269	37.7733	-16.8288	1.0000	47.7623	69.4918	74.6120	1.0000	56.0000	0.0448	0.3051	0.1710	34.2425	1.1220
49.4068	31.1933	122.3228	1.0000	49.0108	32.1115	113.3279	1.0000	1.0000	0.0198	0.6789	0.2592	71.7915	1.0000
8.5870	99.3574	83.5066	1.0000	8.9228	100.2993	70.3790	1.0000	1.0000	0.8215	0.0030	0.2180	45.5237	1.0000
93.4366	84.1391	253.4413	1.0000	52.2175	91.7665	118.3774	1.0000	52.0000	0.0444	0.0823	0.3153	29.6308	1.2405
60.5163	61.6152	221.7010	1.0000	52.3280	64.9936	117.5642	1.0000	10.0000	0.0466	0.3501	0.3063	44.6167	1.1289
39.2805	23.7273	-5.2439	1.0000	47.6023	36.6081	74.4440	1.0000	16.0000	0.0480	0.6339	0.1728	65.3167	1.0434
64.2708	21.1614	242.5466	1.0000	52.0930	26.9592	118.3116	1.0000	16.0000	0.0419	0.7304	0.3146	78.3638	1.1863
83.5655	71.8083	-30.7999	1.0000	86.5859	74.6165	92.4748	1.0000	5.0000	0.7317	0.2538	0.0275	44.5979	1.2124
91.6377	54.2336	14.0839	1.0000	92.8843	56.7556	88.6932	1.0000	3.0000	0.8577	0.4324	0.0145	60.9168	1.0664
62.2796	12.1453	-13.1568	1.0000	64.8234	15.7543	90.1882	1.0000	5.0000	0.2965	0.8425	0.0021	85.5401	1.1324
47.9346	76.7494	54.0595	1.0000	48.3923	77.6386	62.7657	1.0000	1.0000	0.0322	0.2236	0.3026	35.2750	1.0000
79.9149	82.7832	144.0202	1.0000	56.3848	95.0998	128.4938	1.0000	28.0000	0.1277	0.0490	0.4277	39.3262	1.0543
75.7928	55.9429	51.8485	1.0000	52.4499	82.7894	118.3536	1.0000	37.0000	0.0490	0.1721	0.3150	33.2586	1.0400
80.3691	10.2792	-61.7684	1.0000	84.4749	12.1309	86.1669	1.0000	6.0000	0.6895	0.8787	0.0426	94.4679	1.3321
78.9719	81.0538	252.1847	1.0000	52.2471	88.9453	118.3266	1.0000	37.0000	0.0449	0.1105	0.3147	30.4902	1.3278
77.8049	34.3258	235.1672	1.0000	52.2799	45.1109	118.6914	1.0000	34.0000	0.0456	0.5489	0.3188	61.9775	1.2270
78.1314	86.0706	119.4536	1.0000	61.9551	95.0036	137.5005	1.0000	19.0000	0.2391	0.0500	0.5278	49.2360	1.0282
87.4880	82.8053	-55.6042	1.0000	91.3557	85.1187	92.8091	1.0000	6.0000	0.8271	0.1488	0.0312	44.0413	1.3313
41.7980	22.6156	254.6662	1.0000	47.7344	56.9089	74.8139	1.0000	41.0000	0.0453	0.4309	0.1687	45.7449	1.1781
19.5273	93.4044	-46.6171	1.0000	36.1044	95.4794	60.1651	1.0000	20.0000	0.2779	0.0452	0.3315	33.2212	1.1971
0.0199	93.2685	148.4222	1.0000	-0.5283	94.1048	123.2458	0.0000	1.0000	1.0106	0.0590	0.3694	60.7713	1.0000
95.5514	3.5745	146.8653	1.0000	52.2247	20.8963	118.6255	1.0000	51.0000	0.0445	0.7910	0.3181	84.1532	1.0930
37.8798	87.3613	111.9012	1.0000	37.9336	88.3598	86.9152	1.0000	1.0000	0.2413	0.1164	0.0343	17.0472	1.0000
74.6001	8.5963	263.3050	1.0000	52.0626	14.6842	117.1689	1.0000	34.0000	0.0413	0.8532	0.3019	89.5611	1.4564
95.0345	86.8425	244.8377	1.0000	52.4963	95.5061	118.4208	1.0000	52.0000	0.0499	0.0449	0.3158	28.8820	1.1978
5.6756	3.5435	193.8046	1.0000	47.7649	66.7300	72.9405	1.0000	80.0000	0.0447	0.3327	0.1895	37.4555	1.0537
93.2709	33.7076	-16.0112	1.0000	52.2710	60.7458	118.4005	1.0000	59.0000	0.0454	0.3925	0.3156	48.5040	1.2013
80.7591	88.9983	199.0097	1.0000	58.4855	95.0174	128.5953	1.0000	25.0000	0.1697	0.0498	0.4288	39.8300	1.0835
34.7853	26.5350	175.2883	1.0000	47.5055	72.4252	77.6815	1.0000	49.0000	0.0499	0.2757	0.1369	30.3041	1.0290
42.3717	83.7785	-32.1775	1.0000	47.8974	86.5552	63.5428	1.0000	7.0000	0.0421	0.1344	0.2940	29.7517	1.1319
49.1904	55.0723	190.6957	1.0000	48.1946	55.1637	174.7578	1.0000	1.0000	0.0361	0.4484	0.9418	95.9032	1.0000
25.9266	18.8266	-81.2946	1.0000	47.7098	34.4518	74.4722	1.0000	40.0000	0.0458	0.6555	0.1725	67.4012	1.4921
72.2265	51.7716	236.2010	1.0000	52.1829	62.7505	117.6982	1.0000	28.0000	0.0437	0.3725	0.3078	46.4702	1.2252
57.1878	87.8791	241.1091	1.0000	51.8626	87.1216	147.6492	1.0000	6.0000	0.0373	0.1288	0.6405	59.0996	1.1155
71.0310	4.6004	76.0988	1.0000	52.3536	31.5303	118.5194	1.0000	33.0000	0.0471	0.6847	0.3169	74.2091	1.0069
83.6037	11.5589	-2.8906	1.0000	52.4937	39.0439	118.4167	1.0000	48.0000	0.0499	0.6096	0.3157	67.3006	1.1563
36.3011	42.2578	185.9464	1.0000	34.2242	45.1566	89.3450	1.0000	4.0000	0.3155	0.5484	0.0073	57.0711	1.1217
53.0288	46.9997	121.8863	1.0000	52.1016	48.7717	117.0028	1.0000	2.0000	0.0420	0.5123	0.3000	57.9475	1.0001
38.4526	44.0667	-36.6882	1.0000	47.7267	54.6419	75.8004	1.0000	16.0000	0.0455	0.4536	0.1578	47.5831	1.1375
39.3665	14.8645	244.8583	1.0000	47.7093	54.4721	74.8956	1.0000	46.0000	0.0458	0.4553	0.1678	48.0228	1.1365
27.2639	74.2429	180.2514	1.0000	37.0886	95.8207	60.2461	1.0000	26.0000	0.2582	0.0418	0.3306	32.7027	1.0966
1.4156	16.2561	104.5233	1.0000	47.7810	79.0823	73.4075	1.0000	79.0000	0.0444	0.2092	0.1844	26.7915	1.0117
27.7813	10.4617	258.6887	1.0000	23.2033	11.8361	90.9106	1.0000	7.0000	0.5359	0.8816	0.0101	92.1508	1.4645
15.4601	48.6782	-38.0587	1.0000	47.6116	76.4635	74.2916	1.0000	50.0000	0.0478	0.2354	0.1745	28.3976	1.1766
31.7931	76.5952	47.9389	1.0000	42.7054	95.6945	60.2958	1.0000	22.0000	0.1459	0.0431	0.3300	30.8883	1.0001
39.8960	77.5902	9.5768	1.0000	47.6639	91.1933	75.1377	1.0000	16.0000	0.0467	0.0881	0.1651	17.4328	1.0214
15.2859	41.0944	47.6184	1.0000	47.5036	86.2746	69.9693	1.0000	56.0000	0.0499	0.1373	0.2226	24.4100	1.0092
30.9157	47.0779	-56.5734	1.0000	47.5216	67.0364	73.3125	1.0000	30.0000	0.0496	0.3296	0.1854	37.0299	1.1555
35.7896	65.0996	138.5541	1.0000	35.3897	67.0130	89.5887	1.0000	2.0000	0.2922	0.3299	0.0046	36.0800	1.0232
17.4610	18.6151	54.6383	1.0000	47.6796	62.7772	72.3912	1.0000	54.0000	0.0464	0.3722	0.1957	41.2430	1.0091
77.2600	2.0358	43.6312	1.0000	77.5962	3.9618	92.2677	1.0000	2.0000	0.5519	0.9604	0.0252	99.9502	1.0230
92.3587	34.3060	105.1977	1.0000	52.2531	58.2626	118.2489	1.0000	51.0000	0.0451	0.4174	0.3139	50.4488	1.0917
50.2358	91.0926	241.2794	1.0000	49.5447	90.3699	226.2794	1.0000	1.0000	0.0091	0.0963	1.5142	136.6200	1.0000
31.5142	97.2805	99.6851	1.0000	31.6591	98.2700	81.6669	1.0000	1.0000	0.3668	0.0173	0.0926	20.2194	1.0000
89.1999	96.3231	101.5531	1.0000	88.8263	97.2507	111.9405	1.0000	1.0000	0.7765	0.0275	0.2438	44.6814	1.0000
75.0639	5.3640	234.9993	1.0000	52.2842	16.1539	118.8329	1.0000	31.0000	0.0457	0.8385	0.3204	88.6946	1.2299
49.9896	16.7842	73.5094	1.0000	50.1888	17.7641	78.5070	1.0000	1.0000	0.0038	0.8224	0.1277	83.0353	1.0000
42.1506	90.7877	177.7418	1.0000	41.1999	95.8504	70.7456	1.0000	6.0000	0.1760	0.0415	0.2139	21.5730	1.1648
33.7941	88.0540	66.7592	1.0000	37.0709	95.3521	65.7389	1.0000	8.0000	0.2586	0.0465	0.2696	27.8813	1.0000
44.4574	25.5746	68.3746	1.0000	47.7471	36.0537	75.6652	1.0000	11.0000	0.0451	0.6395	0.1593	65.5720	1.0015
85.2219	17.4364	80.8390	1.0000	52.1630	43.1855	117.5948	1.0000	45.0000	0.0433	0.5681	0.3066	63.1984	1.0739
13.0427	26.4227	247.8545	1.0000	47.5706	82.7892	70.8873	1.0000	74.0000	0.0486	0.1721	0.2124	25.8343	1.1195
78.1192	29.1269	-2.9119	1.0000	80.0333	32.1272	94.1866	1.0000	4.0000	0.6007	0.6787	0.0465	74.3387	1.1239
15.5227	91.7916	-74.3804	1.0000	39.0212	95.0626	61.4110	1.0000	33.0000	0.2196	0.0494	0.3177	31.0200	1.3909
28.9893	51.4149	-11.1547	1.0000	47.6780	78.4613	75.3233	1.0000	35.0000	0.0464	0.2154	0.1631	26.1670	1.0646
30.3963	58.5522	102.0567	1.0000	47.7452	92.2005	73.2882	1.0000	38.0000	0.0451	0.0780	0.1857	18.5796	1.0038
86.2198	48.7476	159.0758	1.0000	52.4662	64.9778	118.3755	1.0000	41.0000	0.0493	0.3502	0.3153	45.1421	1.0947
58.6336	33.2518	261.9908	1.0000	52.1899	31.5246	141.9802	1.0000	8.0000	0.0438	0.6848	0.5776	85.9977	1.1992
69.6020	67.4192	223.6790	1.0000	52.2515	80.0900	118.2684	1.0000	24.0000	0.0450	0.1991	0.3141	34.6494	1.1171
7.1242	76.2636	258.6240	1.0000	2.7166	77.8370	86.1863	1.0000	7.0000	0.9457	0.2216	0.0424	52.3589	1.4957
25.8221	1.5999	-64.8494	1.0000	26.9004	-0.0822	-54.8322	0.0000	2.0000	0.4620	1.0008	1.6092	177.5568	1.0010
20.0148	36.2452	174.5984	1.0000	47.7146	84.4049	72.9268	1.0000	58.0000	0.0457	0.1560	0.1897	23.2363	1.0440
69.9246	64.5333	244.1955	1.0000	52.1741	74.9749	117.6515	1.0000	25.0000	0.0435	0.2503	0.3072	37.3576	1.2140
80.8557	14.5978	-26.2892	1.0000	52.1152	42.8631	117.3696	1.0000	48.0000	0.0423	0.5714	0.3041	63.3892	1.1908
63.0661	43.7597	215.0072	1.0000	52.3191	50.5798	117.4758	1.0000	14.0000	0.0464	0.4942	0.3053	56.5920	1.0999
98.2311	37.4038	110.0353	1.0000	52.3785	60.0108	118.3945	1.0000	56.0000	0.0476	0.3999	0.3155	49.1024	1.0954
55.6552	10.0534	123.4248	1.0000	52.4672	15.1230	118.6389	1.0000	6.0000	0.0493	0.8488	0.3182	89.6124	1.0019
57.5074	65.3370	37.6545	1.0000	58.1388	68.2000	92.5633	1.0000	3.0000	0.1628	0.3180	0.0285	32.9249	1.0232
43.3713	23.7265	31.2837	1.0000	47.6042	31.6022	71.1288	1.0000	9.0000	0.0479	0.6840	0.2097	70.9938	1.0066
24.7366	35.9804	-18.8079	1.0000	47.5220	61.8151	70.9124	1.0000	38.0000	0.0496	0.3818	0.2121	42.7617	1.1031
99.8567	43.3458	150.6084	1.0000	52.3315	59.9276	118.6485	1.0000	55.0000	0.0466	0.4007	0.3183	49.3150	1.0927
31.3079	7.0188	37.9900	1.0000	47.5495	35.6837	70.3233	1.0000	33.0000	0.0490	0.6432	0.2186	67.3035	1.0016
5.4575	40.1802	-6.6727	1.0000	47.5857	72.8088	72.0513	1.0000	59.0000	0.0483	0.2719	0.1994	32.6702	1.1072
78.4865	17.7767	97.7563	1.0000	52.4055	41.9557	118.3108	1.0000	37.0000	0.0481	0.5804	0.3146	64.6253	1.0404
91.1206	23.3643	202.2040	1.0000	52.4279	37.5122	118.3290	1.0000	46.0000	0.0486	0.6249	0.3148	68.6524	1.1166
65.3356	38.9844	-51.9944	1.0000	69.3466	41.3903	86.6912	1.0000	6.0000	0.3869	0.5861	0.0368	61.8089	1.2828
4.5838	30.4894	-69.6586	1.0000	47.5442	54.5734	72.5639	1.0000	63.0000	0.0491	0.4543	0.1937	48.7199	1.2792
33.2739	74.7593	100.8026	1.0000	40.3234	95.5796	70.6620	1.0000	22.0000	0.1935	0.0442	0.2149	22.0711	1.0008
21.7154	61.6265	7.4283	1.0000	47.5256	92.3155	72.5114	1.0000	43.0000	0.0495	0.0768	0.1943	19.2620	1.0723
34.0221	81.1034	9.3920	1.0000	42.9345	95.2654	61.7933	1.0000	17.0000	0.1413	0.0473	0.3134	29.4611	1.0160
84.2677	82.6621	197.3111	1.0000	53.4329	95.4746	118.8543	1.0000	37.0000	0.0687	0.0453	0.3206	29.4081	1.1081
42.4050	46.7507	246.1271	1.0000	47.7203	77.7836	74.6375	1.0000	37.0000	0.0456	0.2222	0.1707	27.1067	1.1752
68.6166	66.0451	192.5299	1.0000	52.3827	80.7932	118.3746	1.0000	23.0000	0.0477	0.1921	0.3153	34.3467	1.0487
96.2117	39.4456	26.4550	1.0000	52.4758	65.4277	118.3892	1.0000	58.0000	0.0495	0.3457	0.3154	44.8031	1.1401
49.8358	70.2432	231.8341	1.0000	49.0343	69.6453	216.7220	1.0000	1.0000	0.0193	0.3035	1.4080	130.3104	1.0000
84.1322	41.5981	169.8047	1.0000	52.3835	57.4528	118.3712	1.0000	39.0000	0.0477	0.4255	0.3152	51.1944	1.0990
96.8065	50.9399	249.5155	1.0000	52.1657	59.2844	117.6084	1.0000	55.0000	0.0433	0.4072	0.3068	49.2410	1.2111
7.9085	1.1741	20.6315	1.0000	47.7677	39.5671	74.4166	1.0000	59.0000	0.0446	0.6043	0.1731	62.4497	1.0661
75.2684	94.1235	247.3000	1.0000	57.5075	95.2626	128.5734	1.0000	23.0000	0.1501	0.0474	0.4286	39.5817	1.2923
52.5104	43.5802	199.4846	1.0000	51.5135	43.5020	184.4846	1.0000	1.0000	0.0303	0.5650	1.0498	110.0984	1.0000
1.5454	80.1593	153.3532	1.0000	11.0707	95.0382	45.0117	1.0000	19.0000	0.7786	0.0496	0.4999	59.6997	1.0755
15.6961	38.1927	210.0160	1.0000	12.7126	41.0414	86.7731	1.0000	5.0000	0.7457	0.5896	0.0359	69.8347	1.2121
22.2121	12.9101	-38.8046	1.0000	47.5319	37.9524	73.3027	1.0000	42.0000	0.0494	0.6205	0.1855	64.3024	1.1794
1.8501	13.2942	265.3087	1.0000	-0.4092	11.6186	191.5406	0.0000	3.0000	1.0082	0.8838	1.1282	143.7458	1.0665
36.2291	35.0967	37.2501	1.0000	47.6781	57.2533	74.6216	1.0000	25.0000	0.0464	0.4275	0.1709	45.4881	1.0024
30.2428	92.9398	111.3344	1.0000	30.2779	93.9392	87.9895	1.0000	1.0000	0.3944	0.0606	0.0223	20.7301	1.0000
90.9836	62.2601	54.3263	1.0000	52.0922	88.5303	117.2734	1.0000	52.0000	0.0418	0.1147	0.3030	29.6609	1.1080
68.3131	80.5213	-59.4447	1.0000	62.4734	95.6545	128.5080	1.0000	23.0000	0.2495	0.0435	0.4279	40.7104	1.4179
89.8564	46.4119	-40.7609	1.0000	52.0854	73.7559	117.2485	1.0000	58.0000	0.0417	0.2624	0.3028	37.8891	1.2438
70.6297	10.5033	242.3159	1.0000	52.2077	20.8227	117.8424	1.0000	26.0000	0.0442	0.7918	0.3094	83.9590	1.2313
95.4177	21.2032	114.4192	1.0000	52.2167	43.3832	118.5015	1.0000	53.0000	0.0443	0.5662	0.3167	63.4249	1.0914
21.7989	13.7196	74.8760	1.0000	47.6541	54.9564	71.5787	1.0000	49.0000	0.0469	0.4504	0.2047	48.7213	1.0067
34.4205	69.5550	89.8606	1.0000	41.4765	95.6167	74.8444	1.0000	27.0000	0.1705	0.0438	0.1684	17.9319	1.0000
19.2832	74.9340	117.3729	1.0000	19.2359	75.9329	92.7139	1.0000	1.0000	0.6153	0.2407	0.0302	39.1538	1.0000
75.5771	68.2795	52.5510	1.0000	52.4146	95.3788	118.3170	1.0000	37.0000	0.0483	0.0462	0.3146	28.7930	1.0379
5.7136	46.9305	121.1412	1.0000	42.4063	95.7906	60.2100	1.0000	62.0000	0.1519	0.0421	0.3310	31.0295	1.0147
76.4734	33.2217	258.0138	1.0000	52.2649	40.0105	118.2170	1.0000	35.0000	0.0453	0.5999	0.3135	66.3330	1.3921
64.1134	76.9312	-4.4826	1.0000	55.5684	95.3551	128.4905	1.0000	23.0000	0.1114	0.0464	0.4277	39.1677	1.1325
67.2307	72.7433	32.5250	1.0000	68.0723	75.5310	90.2885	1.0000	3.0000	0.3614	0.2447	0.0032	30.4208	1.0302
91.4696	13.7695	-29.8648	1.0000	94.4455	16.6255	93.4031	1.0000	5.0000	0.8889	0.8337	0.0378	94.5425	1.2122
30.3703	53.2100	57.3215	1.0000	47.7081	84.7119	72.6660	1.0000	36.0000	0.0458	0.1529	0.1926	23.2259	1.0012
24.2616	45.0571	-58.7041	1.0000	47.5078	65.6357	73.1320	1.0000	40.0000	0.0498	0.3436	0.1874	38.3621	1.2884
1.4313	84.5297	210.5908	1.0000	-0.5137	84.7436	161.7964	0.0000	2.0000	1.0103	0.1526	0.7977	89.1018	1.0221
10.8833	30.4381	0.1921	1.0000	47.7443	64.0286	75.4009	1.0000	55.0000	0.0451	0.3597	0.1622	38.8865	1.1029
73.0409	54.4062	153.3991	1.0000	52.0694	72.5242	117.1921	1.0000	29.0000	0.0414	0.2748	0.3021	38.7119	1.0464
55.6599	86.7963	23.5610	1.0000	53.7007	95.6691	118.8536	1.0000	10.0000	0.0740	0.0433	0.3206	29.4106	1.1005
7.8088	78.4393	251.3925	1.0000	16.6628	95.5573	45.0012	1.0000	27.0000	0.6667	0.0444	0.5000	56.1783	1.4010
54.5237	43.0308	245.3471	1.0000	52.1323	41.3347	200.3471	1.0000	3.0000	0.0426	0.5867	1.2261	124.9906	1.0232
48.3253	53.2813	78.7163	1.0000	48.5844	54.2471	74.9832	1.0000	1.0000	0.0283	0.4575	0.1669	48.1751	1.0000
39.2280	59.2742	172.3334	1.0000	47.5553	92.0431	76.7115	1.0000	35.0000	0.0489	0.0796	0.1477	15.6803	1.0352
9.0154	79.6029	246.6342	1.0000	16.6112	95.6675	45.0037	1.0000	25.0000	0.6678	0.0433	0.5000	56.1983	1.4069
